111,524,418.23722627737226,True
1623,641,418.23722627737226,True
1622,689,418.23722627737226,True
1621,484,418.23722627737226,True
1611,510,418.23722627737226,True
1533,614,418.23722627737226,True
1522,557,418.23722627737226,True
1624,485,418.23722627737226,True
1633,521,418.23722627737226,True
1731,533,418.23722627737226,True
1723,511,418.23722627737226,True
1722,578,418.23722627737226,True
1712,610,418.23722627737226,True
1711,588,418.23722627737226,True
1632,494,418.23722627737226,True
1732,543,418.23722627737226,True
1434,461,418.23722627737226,True
1224,570,418.23722627737226,True
1221,484,418.23722627737226,True
1215,495,418.23722627737226,True
1214,674,418.23722627737226,True
1133,529,418.23722627737226,True
1225,462,418.23722627737226,True
1231,626,418.23722627737226,True
1233,506,418.23722627737226,True
1433,508,418.23722627737226,True
1432,530,418.23722627737226,True
1411,475,418.23722627737226,True
1235,550,418.23722627737226,True
1232,705,418.23722627737226,True
1733,564,418.23722627737226,True
2413,650,418.23722627737226,True
2412,469,418.23722627737226,True
2411,616,418.23722627737226,True
2223,522,418.23722627737226,True
2213,479,418.23722627737226,True
2212,582,418.23722627737226,True
2211,653,418.23722627737226,True
2433,493,418.23722627737226,True
2533,664,418.23722627737226,True
2521,528,418.23722627737226,True
2515,488,418.23722627737226,True
2514,493,418.23722627737226,True
2512,625,418.23722627737226,True
2432,466,418.23722627737226,True
1911,471,418.23722627737226,True
1834,999,418.23722627737226,True
1833,644,418.23722627737226,True
1832,555,418.23722627737226,True
1831,836,418.23722627737226,True
1824,616,418.23722627737226,True
1822,464,418.23722627737226,True
1814,576,418.23722627737226,True
1922,468,418.23722627737226,True
2011,492,418.23722627737226,True
1131,480,418.23722627737226,True
1935,467,418.23722627737226,True
1925,534,418.23722627737226,True
413,487,418.23722627737226,True
412,561,418.23722627737226,True
411,604,418.23722627737226,True
332,477,418.23722627737226,True
511,635,418.23722627737226,True
623,688,418.23722627737226,True
622,557,418.23722627737226,True
331,864,418.23722627737226,True
324,492,418.23722627737226,True
323,604,418.23722627737226,True
132,632,418.23722627737226,True
131,646,418.23722627737226,True
124,598,418.23722627737226,True
123,643,418.23722627737226,True
122,866,418.23722627737226,True
121,532,418.23722627737226,True
114,978,418.23722627737226,True
322,505,418.23722627737226,True
321,526,418.23722627737226,True
312,516,418.23722627737226,True
624,504,418.23722627737226,True
2534,509,418.23722627737226,True
922,534,418.23722627737226,True
1013,485,418.23722627737226,True
914,547,418.23722627737226,True
1122,542,418.23722627737226,True
1113,496,418.23722627737226,True
1111,497,418.23722627737226,True
1034,613,418.23722627737226,True
1031,508,418.23722627737226,True
912,595,418.23722627737226,True
911,568,418.23722627737226,True
811,577,418.23722627737226,True
835,608,418.23722627737226,True
834,663,418.23722627737226,True
833,684,418.23722627737226,True
632,656,418.23722627737226,True
822,611,418.23722627737226,True
821,607,418.23722627737226,True
815,797,418.23722627737226,True
814,473,418.23722627737226,True
813,777,418.23722627737226,True
823,546,418.23722627737226,True
